Year,Week_x,Abbr_RDBMS_Winner,Week2,Day,Date,Time,Home_Team,FINAL_TEAM_NAME,Opponent,TEAM_POINTS,TEAM_YARDS,TEAM_TURNOVERS,TEAM_TURNOVER_DIFFERENTIAL,OPPONENTS_POINTS,OPPONENTS_YARDS,OPPONENTS_TURNOVERS,OPPONENTS_TURNOVER_DIFFERENTIAL,TEAM_POINT_MARGIN,GAMEID,BINARY_WIN,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,RK_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,TOTAL_GAME_POINTS,TOTAL_GAME_YARDS,TOTAL_GAME_TURNOVERS,PLAYOFFS_BINARY,GAME_TYPE
2018,3,LAC,3,Sun,23-Sep,4:05PM,1,San Diego Chargers,St. Louis Rams,23,356,2,0,35,521,2,0,-12,917,0,13-5-0,6.8,3,1,5.7,1.7,-0.7,16,0,7,AFC West,1545,27,0.0,0.0,0.47,0.16,0.1,0.03,1,1,0,9.0,9.0,0.13,0.423,0.06,0.375,0.24100000000000002,0.5,0.018000000000000002,10,0.001,0.302,0.145,-0.139,4,0.221,0.214,0.20800000000000002,-0.040999999999999995,-0.027999999999999997,0.223,13,10.9,-0.006999999999999999,0.076,58,877,4,0,Regular Season
2018,11,LAC,11,Sun,18-Nov,4:05PM,0,San Diego Chargers,Denver Broncos,22,479,2,-2,23,325,0,2,-1,918,0,13-5-0,6.8,17,1,5.7,1.7,-0.7,16,0,7,AFC West,1611,12,0.0,0.0,0.92,0.13,0.13,0.05,7,2,0,11.4,4.6,0.078,0.429,0.27,0.531,-0.257,0.25,0.195,3,0.2,0.22399999999999998,-0.035,-0.064,4,0.221,0.214,0.20800000000000002,-0.040999999999999995,-0.027999999999999997,0.223,13,10.9,-0.006999999999999999,0.076,45,804,2,0,Regular Season
2018,11,DEN,11,Sun,18-Nov,4:05PM,0,Denver Broncos,San Diego Chargers,23,325,0,2,22,479,2,-2,1,918,1,6-10,-0.6,17,0,-3.3,3.4,-0.7,21,0,30,AFC West,1438,0,0.0,-26.8,0.01,0.003,0.003,0.003,3,6,0,6.0,6.0,0.11699999999999999,0.473,0.07400000000000001,0.444,0.196,0.526,0.146,9,0.16399999999999998,0.064,-0.11,-0.027999999999999997,13,0.055,0.057,0.008,-0.08900000000000001,-0.042,0.07200000000000001,29,8.6,0.025,0.20199999999999999,45,804,2,0,Regular Season
2018,13,MIN,13,Sun,2-Dec,4:25PM,1,Minnesota Vikings,New England Patriots,10,278,2,-1,24,471,1,1,-14,919,0,8-7,2.7,4,0,-2.0,5.1,-0.4,25,0,17,NFC North,1580,11,0.0,0.0,0.63,0.17,0.003,0.02,6,4,1,9.2,6.8,-0.172,0.41,-0.264,0.40399999999999997,0.139,0.429,0.009000000000000001,14,0.023,-0.018000000000000002,-0.06,-0.032,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,34,749,3,0,Regular Season
2018,13,NE,13,Sun,2-Dec,4:25PM,1,New England Patriots,Minnesota Vikings,24,471,1,1,10,278,2,-1,14,919,1,14-5-0,6.9,4,1,5.8,0.8,0.3,22,0,3,AFC East,1641,11,0.0,0.0,0.003,0.99,0.6,0.12,8,3,0,11.5,4.5,0.13,0.575,0.35100000000000003,0.706,-0.063,0.462,0.14400000000000002,9,0.154,0.14800000000000002,0.002,-0.002,7,0.135,0.18600000000000003,0.147,0.013999999999999999,0.001,0.14400000000000002,6,9.9,-0.024,0.159,34,749,3,0,Regular Season
2018,8,NO,8,Sun,28-Oct,8:20PM,0,New Orleans Saints,Minnesota Vikings,30,270,1,1,20,423,2,-1,10,920,1,14-4-0,7.9,2,0,9.2,-1.9,0.6,8,0,5,NFC South,1623,8,0.0,0.0,0.78,0.56,0.4,0.1,5,1,0,10.8,5.2,0.006,0.47200000000000003,0.17800000000000002,0.583,-0.13699999999999998,0.379,0.128,7,0.138,0.179,0.076,0.025,2,0.252,0.285,0.161,-0.073,0.017,0.268,1,11.7,-0.006,0.11900000000000001,50,693,3,0,Regular Season
2018,8,MIN,8,Sun,28-Oct,8:20PM,0,Minnesota Vikings,New Orleans Saints,20,423,2,-1,30,270,1,1,-10,920,0,8-7,2.7,2,0,-2.0,5.1,-0.4,25,0,17,NFC North,1595,26,0.0,0.0,0.68,0.53,0.2,0.06,4,2,1,9.8,6.2,-0.096,0.47200000000000003,-0.035,0.542,-0.22,0.33299999999999996,-0.003,16,0.012,0.001,-0.028999999999999998,-0.034,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,50,693,3,0,Regular Season
2018,11,CHI,11,Sun,18-Nov,8:20PM,1,Chicago Bears,Minnesota Vikings,25,308,3,0,20,268,3,0,5,921,1,12-5,4.9,7,0,0.4,4.8,-0.3,32,0,2,NFC North,1546,17,0.0,0.0,0.7,0.5,0.13,0.03,6,3,0,9.8,6.2,-0.048,0.493,0.031,0.526,-0.146,0.452,0.22399999999999998,4,0.24,0.057,-0.209,-0.042,5,0.191,0.201,-0.031,-0.254,-0.032,0.228,25,10.6,-0.059000000000000004,0.12,45,576,6,0,Regular Season
2018,11,MIN,11,Sun,18-Nov,8:20PM,1,Minnesota Vikings,Chicago Bears,20,268,3,0,25,308,3,0,-5,921,0,8-7,2.7,7,0,-2.0,5.1,-0.4,25,0,17,NFC North,1585,0,0.0,0.0,0.63,0.4,0.04,0.03,5,3,1,9.5,6.5,-0.128,0.5,0.052000000000000005,0.5489999999999999,-0.835,0.308,0.061,14,0.07400000000000001,-0.026000000000000002,-0.10400000000000001,-0.018000000000000002,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,45,576,6,0,Regular Season
2018,17,MIN,17,Sun,30-Dec,4:25PM,0,Minnesota Vikings,Chicago Bears,10,164,0,0,24,332,0,0,-14,922,0,8-7,2.7,7,0,-2.0,5.1,-0.4,25,0,17,NFC North,1586,26,0.0,0.0,0.72,0.003,0.003,0.02,8,6,1,9.1,6.9,-0.316,0.368,-0.42,0.349,0.002,0.429,0.105,12,0.154,-0.012,-0.126,-0.009000000000000001,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,34,496,0,0,Regular Season
2018,17,CHI,17,Sun,30-Dec,4:25PM,0,Chicago Bears,Minnesota Vikings,24,332,0,0,10,164,0,0,14,922,1,12-5,4.9,7,0,0.4,4.8,-0.3,32,0,2,NFC North,1609,11,0.0,0.0,0.003,0.003,0.07,0.05,11,4,0,11.4,4.6,0.11,0.4,0.25,0.36700000000000005,-0.011000000000000001,0.429,0.191,5,0.201,-0.031,-0.254,-0.032,5,0.191,0.201,-0.031,-0.254,-0.032,0.228,25,10.6,-0.059000000000000004,0.12,34,496,0,0,Regular Season
2018,4,MIN,4,Thu,27-Sep,8:20PM,1,Minnesota Vikings,St. Louis Rams,31,446,1,-1,38,556,0,1,-7,923,0,8-7,2.7,3,0,-2.0,5.1,-0.4,25,0,17,NFC North,1555,-54,0.0,0.0,0.47,0.38,0.13,0.04,1,1,1,8.6,7.4,0.155,0.466,0.255,0.509,-0.20199999999999999,0.313,-0.129,19,-0.005,-0.006,0.07200000000000001,-0.051,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,69,1002,1,0,Regular Season
2018,4,LA,4,Thu,27-Sep,8:20PM,1,St. Louis Rams,Minnesota Vikings,38,556,0,1,31,446,1,-1,7,923,1,15-4-0,7.4,3,0,6.0,1.4,0.0,15,0,4,NFC West,1595,18,0.0,0.0,0.76,0.66,0.41,0.09,3,0,0,10.7,5.3,0.494,0.564,0.7090000000000001,0.622,0.052000000000000005,0.444,0.49700000000000005,1,0.318,0.426,-0.08199999999999999,-0.011000000000000001,3,0.239,0.20800000000000002,0.25,0.01,-0.002,0.287,3,12.5,-0.021,0.071,69,1002,1,0,Regular Season
2018,14,MIN,14,Mon,10-Dec,8:15PM,1,Minnesota Vikings,Seattle Seahawks,7,276,1,0,21,274,1,0,-14,924,0,8-7,2.7,8,0,-2.0,5.1,-0.4,25,0,17,NFC North,1563,-17,0.0,0.0,0.6,0.2,0.003,0.02,6,5,1,8.8,7.2,-0.237,0.456,-0.23800000000000002,0.486,-0.237,0.4,0.016,15,0.028999999999999998,-0.017,-0.07,-0.036000000000000004,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,28,550,2,0,Regular Season
2018,14,SEA,14,Mon,10-Dec,8:15PM,1,Seattle Seahawks,Minnesota Vikings,21,274,1,0,7,276,1,0,14,924,1,10-7,4.2,8,0,3.9,0.4,-0.1,24,0,11,NFC West,1581,10,0.0,0.0,0.88,0.003,0.003,0.02,7,5,0,9.6,6.4,-0.044000000000000004,0.413,-0.27899999999999997,0.36,0.111,0.447,0.12,10,0.135,0.086,-0.006,0.027999999999999997,12,0.059000000000000004,0.048,0.091,0.01,-0.022000000000000002,0.098,15,8.7,-0.015,0.102,28,550,2,0,Regular Season
2018,3,MIN,3,Sun,23-Sep,1:00PM,0,Minnesota Vikings,Buffalo Bills,6,292,3,-3,27,292,0,3,-21,925,0,8-7,2.7,25,0,-2.0,5.1,-0.4,25,0,17,NFC North,1609,-3,0.0,0.0,0.74,0.63,0.33,0.09,1,0,1,10.4,5.6,-0.365,0.369,-0.35,0.38299999999999995,-0.5379999999999999,0.2,-0.016,8,0.07200000000000001,-0.065,-0.134,-0.085,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,33,584,3,0,Regular Season
2018,3,BUF,3,Sun,23-Sep,1:00PM,0,Buffalo Bills,Minnesota Vikings,27,292,0,3,6,292,3,-3,21,925,1,6-10,-4.2,25,0,-5.3,1.4,-0.3,23,0,28,AFC East,1449,-27,0.0,-89.3,0.12,0.06,0.02,0.003,0,2,0,6.0,6.0,0.013999999999999999,0.373,0.39399999999999996,0.5479999999999999,-0.314,0.222,-0.568,32,-0.34700000000000003,-0.48,0.091,0.003,28,-0.18600000000000003,-0.08800000000000001,-0.275,-0.14,-0.051,-0.21899999999999997,22,6.4,0.011000000000000001,0.253,33,584,3,0,Regular Season
2018,9,NE,9,Sun,4-Nov,8:20PM,1,New England Patriots,Green Bay Packers,31,433,0,1,17,367,1,-1,14,926,1,14-5-0,6.9,4,1,5.8,0.8,0.3,22,0,3,AFC East,1662,16,0.0,0.0,0.97,0.94,0.72,0.16,6,2,0,11.8,4.2,0.21,0.493,0.16,0.5,0.285,0.48100000000000004,0.165,10,0.16699999999999998,0.14400000000000002,-0.021,0.0,7,0.135,0.18600000000000003,0.147,0.013999999999999999,0.001,0.14400000000000002,6,9.9,-0.024,0.159,48,800,1,0,Regular Season
2018,9,GB,9,Sun,4-Nov,8:20PM,1,Green Bay Packers,New England Patriots,17,367,1,-1,31,433,0,1,-14,926,0,6-9,2.2,4,0,4.1,-1.6,-0.3,30,0,22,NFC North,1474,-4,0.0,-16.4,0.18,0.12,0.003,0.003,3,3,1,7.5,8.5,0.043,0.493,0.131,0.44,-0.14800000000000002,0.609,0.052000000000000005,11,0.045,0.11199999999999999,0.035,-0.025,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,48,800,1,0,Regular Season
2018,15,GB,15,Sun,16-Dec,1:00PM,1,Green Bay Packers,Chicago Bears,17,323,1,0,24,332,1,0,-7,927,0,6-9,2.2,7,0,4.1,-1.6,-0.3,30,0,22,NFC North,1471,25,0.0,0.0,0.03,0.003,0.003,0.003,5,7,1,6.9,9.1,-0.07,0.40299999999999997,-0.037000000000000005,0.431,-0.172,0.313,0.054000000000000006,12,0.07,0.134,0.063,-0.017,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,41,655,2,0,Regular Season
2018,15,CHI,15,Sun,16-Dec,1:00PM,1,Chicago Bears,Green Bay Packers,24,332,1,0,17,323,1,0,7,927,1,12-5,4.9,7,0,0.4,4.8,-0.3,32,0,2,NFC North,1588,27,0.0,0.0,0.003,0.98,0.08,0.04,9,4,0,10.9,5.1,0.027000000000000003,0.483,0.431,0.588,-0.501,0.34600000000000003,0.177,5,0.20600000000000002,-0.055999999999999994,-0.256,-0.023,5,0.191,0.201,-0.031,-0.254,-0.032,0.228,25,10.6,-0.059000000000000004,0.12,41,655,2,0,Regular Season
2018,8,LA,8,Sun,28-Oct,4:25PM,1,St. Louis Rams,Green Bay Packers,29,416,0,1,27,359,1,-1,2,928,1,15-4-0,7.4,3,0,6.0,1.4,0.0,15,0,4,NFC West,1647,19,0.0,0.0,0.98,0.95,0.81,0.16,7,0,0,12.9,3.1,0.08199999999999999,0.408,0.184,0.413,-0.073,0.4,0.33299999999999996,2,0.31,0.28,-0.042,0.011000000000000001,3,0.239,0.20800000000000002,0.25,0.01,-0.002,0.287,3,12.5,-0.021,0.071,56,775,1,0,Regular Season
2018,8,GB,8,Sun,28-Oct,4:25PM,1,Green Bay Packers,St. Louis Rams,27,359,1,-1,29,416,0,1,-2,928,0,6-9,2.2,3,0,4.1,-1.6,-0.3,30,0,22,NFC North,1478,0,0.0,-24.8,0.23,0.11,0.03,0.003,3,2,1,7.7,8.3,0.146,0.442,0.188,0.441,0.067,0.444,0.086,15,0.08900000000000001,0.134,0.015,-0.033,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,56,775,1,0,Regular Season
2018,11,GB,11,Thu,15-Nov,8:20PM,1,Green Bay Packers,Seattle Seahawks,24,359,0,1,27,378,1,-1,-3,929,0,6-9,2.2,8,0,4.1,-1.6,-0.3,30,0,22,NFC North,1487,22,0.0,0.0,0.23,0.09,0.003,0.003,4,4,1,7.9,8.1,0.161,0.408,0.27899999999999997,0.47200000000000003,-0.165,0.231,0.139,10,0.153,0.151,-0.008,-0.02,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,51,737,1,0,Regular Season
2018,11,SEA,11,Thu,15-Nov,8:20PM,1,Seattle Seahawks,Green Bay Packers,27,378,1,-1,24,359,0,1,3,929,1,10-7,4.2,8,0,3.9,0.4,-0.1,24,0,11,NFC West,1544,-10,0.0,0.0,0.29,0.003,0.003,0.003,4,5,0,8.1,7.9,0.071,0.44799999999999995,0.222,0.47200000000000003,-0.105,0.419,0.09,8,0.086,0.034,-0.039,0.017,12,0.059000000000000004,0.048,0.091,0.01,-0.022000000000000002,0.098,15,8.7,-0.015,0.102,51,737,1,0,Regular Season
2018,3,GB,3,Sun,23-Sep,1:00PM,1,Green Bay Packers,Washington Redskins,17,340,1,0,31,386,1,0,-14,930,0,6-9,2.2,27,0,4.1,-1.6,-0.3,30,0,22,NFC North,1480,3,0.0,-21.6,0.3,0.16,0.06,0.01,1,0,1,7.9,8.1,-0.105,0.414,-0.158,0.358,0.06,0.588,-0.113,23,0.031,0.023,0.14800000000000002,0.011000000000000001,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,48,726,2,0,Regular Season
2018,3,WAS,3,Sun,23-Sep,1:00PM,1,Washington Redskins,Green Bay Packers,31,386,1,0,17,340,1,0,14,930,1,7-9,-5.8,27,1,-4.5,-1.1,-0.2,12,0,18,NFC East,1466,-42,0.0,-28.5,0.21,0.1,0.04,0.003,1,1,0,7.0,7.0,0.17300000000000001,0.424,0.392,0.552,-0.038,0.3,0.129,17,0.05,0.084,-0.084,-0.04,29,-0.201,-0.285,-0.198,0.027999999999999997,0.025,-0.147,16,5.8,-0.022000000000000002,0.18,48,726,2,0,Regular Season
2018,2,MIN,2,Sun,16-Sep,1:00PM,0,Minnesota Vikings,Green Bay Packers,29,480,1,-1,29,351,0,1,0,931,1,8-7,2.7,13,0,-2.0,5.1,-0.4,25,0,17,NFC North,1612,10,0.0,0.0,0.74,0.64,0.33,0.08,1,0,0,10.4,5.6,0.14300000000000002,0.486,0.275,0.5660000000000001,-0.22399999999999998,0.263,0.187,5,0.129,0.159,-0.16699999999999998,-0.139,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,58,831,1,0,Regular Season
2018,2,GB,2,Sun,16-Sep,1:00PM,0,Green Bay Packers,Minnesota Vikings,29,351,0,1,29,480,1,-1,0,931,0,6-9,2.2,13,0,4.1,-1.6,-0.3,30,0,22,NFC North,1477,5,0.0,-31.0,0.29,0.17,0.06,0.01,1,0,0,7.6,8.4,0.027999999999999997,0.467,0.08900000000000001,0.47200000000000003,-0.121,0.455,-0.12,16,0.057999999999999996,-0.023,0.069,-0.027000000000000003,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,58,831,1,0,Regular Season
2018,12,GB,12,Sun,25-Nov,8:20PM,1,Green Bay Packers,Minnesota Vikings,17,254,1,-1,24,416,0,1,-7,932,0,6-9,2.2,13,0,4.1,-1.6,-0.3,30,0,22,NFC North,1479,-9,0.0,0.0,0.16,0.05,0.003,0.003,4,5,1,7.5,8.5,-0.098,0.47200000000000003,-0.054000000000000006,0.47100000000000003,-0.17600000000000002,0.474,0.115,8,0.115,0.147,0.016,-0.015,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,41,670,1,0,Regular Season
2018,12,MIN,12,Sun,25-Nov,8:20PM,1,Minnesota Vikings,Green Bay Packers,24,416,0,1,17,254,1,-1,7,932,1,8-7,2.7,13,0,-2.0,5.1,-0.4,25,0,17,NFC North,1568,-16,0.0,0.0,0.52,0.21,0.003,0.02,5,4,1,8.9,7.1,0.035,0.46299999999999997,0.24100000000000002,0.5579999999999999,-0.335,0.292,0.067,13,0.08900000000000001,-0.005,-0.098,-0.026000000000000002,10,0.105,0.154,-0.012,-0.126,-0.009000000000000001,0.076,2,9.2,-0.024,0.092,41,670,1,0,Regular Season
2018,5,DET,5,Sun,7-Oct,1:00PM,1,Detroit Lions,Green Bay Packers,31,264,0,3,23,521,3,-3,8,933,1,6-10,-3.0,23,0,0.0,-3.3,0.2,18,0,16,NFC North,1489,-8,0.0,-33.3,0.18,0.13,0.03,0.003,1,3,0,6.6,9.4,0.027999999999999997,0.317,0.153,0.33299999999999996,-0.124,0.29600000000000004,-0.259,27,-0.161,-0.038,0.171,-0.05,23,-0.105,-0.002,-0.052000000000000005,0.044000000000000004,-0.009000000000000001,-0.10099999999999999,12,6.6,-0.013999999999999999,0.245,54,785,3,0,Regular Season
2018,5,GB,5,Sun,7-Oct,1:00PM,1,Green Bay Packers,Detroit Lions,23,521,3,-3,31,264,0,3,-8,933,0,6-9,2.2,23,0,4.1,-1.6,-0.3,30,0,22,NFC North,1487,29,0.0,-10.5,0.32,0.2,0.07,0.01,2,1,1,7.9,8.1,0.19899999999999998,0.48700000000000004,0.265,0.517,-0.023,0.389,0.036000000000000004,10,0.065,0.096,0.0,-0.06,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,54,785,3,0,Regular Season
2018,17,DET,17,Sun,30-Dec,1:00PM,0,Detroit Lions,Green Bay Packers,31,402,0,1,0,175,1,-1,31,934,1,6-10,-3.0,23,0,0.0,-3.3,0.2,18,0,16,NFC North,1436,-26,0.0,-72.1,0.003,0.003,0.003,0.003,5,10,0,5.4,10.6,0.243,0.45799999999999996,0.635,0.588,-0.109,0.342,-0.105,29,-0.002,-0.052000000000000005,0.044000000000000004,-0.009000000000000001,23,-0.105,-0.002,-0.052000000000000005,0.044000000000000004,-0.009000000000000001,-0.10099999999999999,12,6.6,-0.013999999999999999,0.245,31,577,1,0,Regular Season
2018,17,GB,17,Sun,30-Dec,1:00PM,0,Green Bay Packers,Detroit Lions,0,175,1,-1,31,402,0,1,-31,934,0,6-9,2.2,23,0,4.1,-1.6,-0.3,30,0,22,NFC North,1477,16,0.0,0.0,0.003,0.003,0.003,0.003,6,8,1,7.1,8.9,-0.363,0.273,-0.32899999999999996,0.28300000000000003,-0.539,0.222,-0.044000000000000004,13,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,31,577,1,0,Regular Season
2018,13,ARI,13,Sun,2-Dec,1:00PM,0,Arizona Cardinals,Green Bay Packers,20,315,0,0,17,325,0,0,3,935,1,3-13,-12.9,32,0,-12.0,-0.8,-0.1,6,0,32,NFC West,1361,-10,0.0,-179.3,0.003,0.003,0.003,0.003,2,9,0,3.3,12.7,0.06,0.377,-0.022000000000000002,0.364,0.157,0.39299999999999996,-0.345,32,-0.349,-0.374,-0.027000000000000003,0.002,32,-0.384,-0.415,-0.418,-0.024,0.01,-0.39799999999999996,19,2.7,0.027999999999999997,0.14300000000000002,37,640,0,0,Regular Season
2018,13,GB,13,Sun,2-Dec,1:00PM,0,Green Bay Packers,Arizona Cardinals,17,325,0,0,20,315,0,0,-3,935,0,6-9,2.2,32,0,4.1,-1.6,-0.3,30,0,22,NFC North,1467,-11,0.0,0.0,0.06,0.003,0.003,0.003,4,6,1,7.2,8.8,0.017,0.461,0.094,0.48200000000000004,-0.196,0.4,0.069,10,0.07200000000000001,0.13699999999999998,0.047,-0.021,20,-0.044000000000000004,-0.084,0.11199999999999999,0.11599999999999999,-0.040999999999999995,-0.068,17,7.8,-0.034,0.221,37,640,0,0,Regular Season
2018,12,NE,12,Sun,25-Nov,1:00PM,0,New England Patriots,New York Jets,27,498,0,1,13,338,1,-1,14,936,1,14-5-0,6.9,4,1,5.8,0.8,0.3,22,0,3,AFC East,1629,0,0.0,0.0,0.97,0.94,0.42,0.09,7,3,0,11.2,4.8,0.292,0.493,0.41700000000000004,0.5,0.184,0.486,0.11599999999999999,10,0.135,0.12300000000000001,0.008,0.002,7,0.135,0.18600000000000003,0.147,0.013999999999999999,0.001,0.14400000000000002,6,9.9,-0.024,0.159,40,836,1,0,Regular Season
2018,12,NYJ,12,Sun,25-Nov,1:00PM,0,New York Jets,New England Patriots,13,338,1,-1,27,498,0,1,-14,936,0,4-12,-8.5,4,0,-6.1,-2.6,0.2,27,0,27,AFC East,1356,0,0.0,-92.2,0.003,0.003,0.003,0.003,3,7,0,4.7,11.3,-0.036000000000000004,0.365,0.006999999999999999,0.4,-0.19899999999999998,0.231,-0.187,27,-0.19399999999999998,-0.257,-0.012,0.057999999999999996,26,-0.17,-0.19,-0.20199999999999999,0.049,0.081,-0.196,27,5.6,-0.013000000000000001,0.21899999999999997,40,836,1,0,Regular Season
2018,17,NYJ,17,Sun,30-Dec,1:00PM,1,New York Jets,New England Patriots,3,239,3,-3,38,375,0,3,-35,937,0,4-12,-8.5,4,0,-6.1,-2.6,0.2,27,0,27,AFC East,1332,-16,0.0,-87.5,0.003,0.003,0.003,0.003,4,11,0,4.1,11.9,-0.48200000000000004,0.33899999999999997,-0.233,0.39399999999999996,-0.838,0.261,-0.17,26,-0.19,-0.20199999999999999,0.049,0.081,26,-0.17,-0.19,-0.20199999999999999,0.049,0.081,-0.196,27,5.6,-0.013000000000000001,0.21899999999999997,41,614,3,0,Regular Season
2018,17,NE,17,Sun,30-Dec,1:00PM,1,New England Patriots,New York Jets,38,375,0,3,3,239,3,-3,35,937,1,14-5-0,6.9,4,1,5.8,0.8,0.3,22,0,3,AFC East,1634,7,0.0,0.0,0.003,0.003,0.89,0.12,10,5,0,10.9,5.1,0.203,0.523,0.389,0.556,-0.027999999999999997,0.483,0.135,9,0.18600000000000003,0.147,0.013999999999999999,0.001,7,0.135,0.18600000000000003,0.147,0.013999999999999999,0.001,0.14400000000000002,6,9.9,-0.024,0.159,41,614,3,0,Regular Season
2018,13,TEN,13,Sun,2-Dec,4:05PM,1,Tennessee Titans,New York Jets,26,403,1,0,22,280,1,0,4,938,1,9-7,-2.8,22,0,-3.9,0.7,0.4,26,0,21,AFC South,1497,-24,0.0,-3.2,0.21,0.04,0.003,0.003,5,6,0,8.2,7.8,-0.076,0.39399999999999996,-0.11199999999999999,0.391,0.006999999999999999,0.4,-0.128,25,-0.11599999999999999,-0.111,0.023,0.006999999999999999,21,-0.06,-0.017,-0.055999999999999994,0.013000000000000001,0.008,-0.042,18,7.5,0.001,0.193,48,683,2,0,Regular Season
2018,13,NYJ,13,Sun,2-Dec,4:05PM,1,New York Jets,Tennessee Titans,22,280,1,0,26,403,1,0,-4,938,0,4-12,-8.5,22,0,-6.1,-2.6,0.2,27,0,27,AFC East,1345,-11,0.0,-99.9,0.003,0.003,0.003,0.003,3,8,0,4.4,11.6,-0.165,0.33799999999999997,-0.275,0.33299999999999996,-0.040999999999999995,0.344,-0.196,27,-0.266,-0.26,0.002,0.067,26,-0.17,-0.19,-0.20199999999999999,0.049,0.081,-0.196,27,5.6,-0.013000000000000001,0.21899999999999997,48,683,2,0,Regular Season
2018,15,HOU,15,Sat,15-Dec,4:30PM,0,Houston Texans,New York Jets,29,286,0,1,22,318,1,-1,7,939,1,11-6,2.9,10,0,1.4,1.4,0.1,31,0,8,AFC South,1528,-20,0.0,0.0,0.96,0.8,0.18,0.02,9,4,0,10.7,5.3,0.07200000000000001,0.423,0.214,0.45899999999999996,-0.27699999999999997,0.33299999999999996,0.046,13,0.046,-0.045,-0.053,0.039,11,0.10400000000000001,0.11199999999999999,-0.027999999999999997,-0.09699999999999999,0.035,0.153,26,9.5,-0.042,0.064,51,604,1,0,Regular Season
2018,15,NYJ,15,Sat,15-Dec,4:30PM,0,New York Jets,Houston Texans,22,318,1,-1,29,286,0,1,-7,939,0,4-12,-8.5,10,0,-6.1,-2.6,0.2,27,0,27,AFC East,1362,24,0.0,-80.8,0.003,0.003,0.003,0.003,4,9,0,4.9,11.1,-0.04,0.4,0.235,0.489,-0.5,0.25,-0.142,27,-0.203,-0.20800000000000002,0.003,0.069,26,-0.17,-0.19,-0.20199999999999999,0.049,0.081,-0.196,27,5.6,-0.013000000000000001,0.21899999999999997,51,604,1,0,Regular Season
